ym,value
202302,25226
202303,29147
202304,27186
202305,31376
202306,30124
202307,31557
202308,31393
202309,30704
202310,30756
202311,30495
202312,30105
202401,32087
202402,30905
202403,30919
202404,33855
202405,36002
202406,32530
202407,34642
202408,38009
202409,34345
202410,36244
202411,34840
202412,36283
202501,36271
202502,34881
202503,36196
202504,36563
202505,37261
202506,36597
202507,40003
202508,38505
202509,44617
202510,37557
202511,37832
202512,43026
