date,point,value
20221010,102,11
20221011,102,14
20221012,102,15
20221013,102,21
20221014,102,30
20221015,102,32
20221016,102,44
20221017,102,21
20221018,102,15
20221019,102,21
20221020,102,22
20221021,102,15
20221022,102,21
20221023,102,18
20221024,102,14
20221025,102,15
20221026,102,20
20221027,102,16
20221028,102,21
20221029,102,34
20221030,102,38
20221031,102,25
20221101,102,32
20221102,102,12
20221103,102,19
20221104,102,17
20221105,102,14
20221106,102,21
20221107,102,20
20221108,102,26
20221109,102,30
20221110,102,39
20221111,102,46
20221112,102,34
20221113,102,26
20221114,102,17
20221115,102,38
20221116,102,29
20221117,102,24
20221118,102,20
20221119,102,27
20221120,102,31
20221121,102,24
20221122,102,18
20221123,201,39
20221124,102,27
20221125,102,34
20221126,102,60
20221127,102,22
20221128,102,25
20221129,102,34
20221130,102,42
20221201,102,18
20221202,102,16
20221203,102,36
20221204,102,16
20221205,102,18
20221206,102,25
20221207,102,27
20221208,102,18
20221209,102,35
20221210,102,23
20221211,102,17
20221212,102,84
20221213,102,203
20221214,102,29
20221215,102,23
20221216,102,12
20221217,102,15
20221218,102,18
20221219,102,16
20221220,102,26
20221221,102,57
20221222,102,32
20221223,102,17
20221224,102,16
20221225,102,15
20221226,102,17
20221227,102,24
20221228,102,26
20221229,102,20
20221230,102,28
20221231,102,42
20230101,102,27
20230102,102,17
20230103,102,15
20230104,102,23
20230105,102,26
20230106,102,90
20230107,102,110
20230108,102,107
20230109,102,63
20230110,102,11
20230111,102,21
20230112,102,33
20230113,102,20
20230114,102,29
20230115,102,17
20230116,102,16
20230117,102,20
20230118,102,52
20230119,102,107
20230120,102,57
20230121,102,15
20230122,102,20
20230123,102,61
20230124,102,27
20230125,102,20
20230126,102,19
20230127,102,26
20230128,102,33
20230129,102,51
20230130,102,35
20230131,102,64
20230201,102,65
20230202,102,56
20230203,102,20
20230204,102,37
20230205,102,47
20230206,102,40
20230207,102,50
20230208,102,28
20230209,102,27
20230210,102,16
20230211,102,50
20230212,102,59
20230213,102,41
20230214,102,23
20230215,102,24
20230216,102,26
20230217,102,21
20230218,102,31
20230219,102,38
20230220,102,36
20230221,102,23
20230222,102,19
20230223,102,43
20230224,102,38
20230225,102,23
20230226,102,29
20230227,102,23
20230228,102,22
20230301,102,28
20230302,102,38
20230303,102,38
20230304,102,16
20230305,102,10
20230306,102,28
20230307,102,31
20230308,102,33
20230309,102,26
20230310,102,22
20230311,102,58
20230312,102,57
20230313,102,37
20230314,102,43
20230315,102,75
20230316,102,49
20230317,102,28
20230318,102,35
20230319,102,61
20230320,102,24
20230321,102,30
20230322,102,50
20230323,102,165
20230324,102,53
20230325,102,42
20230326,102,34
20230327,102,39
20230328,102,36
20230329,102,15
20230330,102,32
20230331,102,61
20230401,102,38
20230402,102,43
20230403,102,47
20230404,102,38
20230405,102,19
20230406,102,83
20230407,102,41
20230408,102,45
20230409,102,43
20230410,102,36
20230411,102,149
20230412,102,249
20230413,102,215
20230414,102,87
20230415,102,53
20230416,102,133
20230417,102,72
20230418,102,64
20230419,102,44
20230420,102,22
20230421,102,90
20230422,102,40
20230423,102,38
20230424,102,44
20230425,102,30
20230426,102,25
20230427,102,24
20230428,102,21
20230429,102,25
20230430,102,33
20230501,102,24
20230502,102,33
20230503,102,35
20230504,102,24
20230505,119,15
20230506,102,14
20230507,102,30
20230508,102,32
20230509,102,42
20230510,102,34
20230511,102,35
20230512,102,27
20230513,102,15
20230514,102,15
20230515,102,27
20230516,102,47
20230517,102,22
20230518,102,16
20230519,102,23
20230520,102,17
20230521,102,209
20230522,102,104
20230523,102,37
20230524,102,28
20230525,102,32
20230526,102,32
20230527,201,23
20230528,102,9
20230529,102,17
20230530,102,40
20230531,102,33
20230601,201,34
20230602,102,19
20230603,102,27
20230604,102,28
20230605,102,26
20230606,102,18
20230607,102,20
20230608,232,18
20230609,102,14
20230610,102,19
20230611,102,20
20230612,102,16
20230613,102,14
20230614,102,18
20230615,102,19
20230616,201,14
20230617,201,14
20230618,102,16
20230619,102,21
20230620,102,19
20230621,102,11
20230622,201,21
20230623,102,23
20230624,102,19
20230625,102,26
20230626,102,15
20230627,102,21
20230628,102,8
20230629,102,11
20230630,102,22
20230701,102,25
20230702,201,12
20230703,102,29
20230704,201,21
20230705,102,29
20230706,102,43
20230707,102,24
20230708,102,16
20230709,201,23
20230710,102,24
20230711,102,12
20230712,102,16
20230713,201,20
20230714,102,23
20230715,102,32
20230716,102,18
20230717,102,15
20230718,102,18
20230719,102,22
20230720,102,34
20230721,102,31
20230722,102,28
20230723,102,24
20230724,102,12
20230725,232,14
20230726,102,14
20230727,102,15
20230728,102,25
20230729,102,17
20230730,102,25
20230731,102,21
20230801,102,26
20230802,102,26
20230803,201,17
20230804,201,15
20230805,102,22
20230806,201,17
20230807,102,28
20230808,102,22
20230809,102,23
20230810,102,17
20230811,102,18
20230812,102,20
20230813,102,20
20230814,102,16
20230815,102,19
20230816,201,16
20230817,102,28
20230818,102,25
20230819,201,16
20230820,102,25
20230821,201,23
20230822,201,16
20230823,201,9
20230824,102,23
20230825,201,19
20230826,102,22
20230827,102,21
20230828,102,10
20230829,102,15
20230830,102,10
20230831,102,21
20230901,102,20
20230902,102,20
20230903,102,32
20230904,102,18
20230905,102,31
20230906,102,38
20230907,102,30
20230908,102,25
20230909,201,26
20230910,102,19
20230911,102,16
20230912,102,16
20230913,201,24
20230914,102,16
20230915,102,9
20230916,102,17
20230917,102,21
20230918,201,17
20230919,102,29
20230920,102,23
20230921,102,18
20230922,102,23
20230923,102,30
20230924,102,16
20230925,102,12
20230926,102,16
20230927,102,24
20230928,102,41
20230929,102,20
20230930,102,30
20231001,102,17
20231002,102,16
20231003,102,22
20231004,102,23
20231005,201,31
20231006,102,21
20231007,102,27
20231008,102,15
20231009,102,14
20231010,102,16
20231011,102,26
20231012,102,25
20231013,102,26
20231014,102,15
20231015,102,25
20231016,102,26
20231017,102,21
20231018,102,24
20231019,102,17
20231020,102,18
20231021,102,17
20231022,102,24
20231023,102,23
20231024,102,21
20231025,102,20
20231026,102,34
20231027,102,22
20231028,102,22
20231029,102,26
20231030,102,21
20231031,102,25
20231101,102,46
20231102,102,34
20231103,102,27
20231104,102,24
20231105,102,24
20231106,102,22
20231107,102,17
20231108,102,19
20231109,102,20
20231110,102,18
20231111,102,10
20231112,102,13
20231113,102,12
20231114,102,18
20231115,102,24
20231116,102,33
20231117,102,26
20231118,102,23
20231119,102,28
20231120,102,16
20231121,102,11
20231122,102,18
20231123,102,67
20231124,102,17
20231125,102,9
20231126,102,10
20231127,102,44
20231128,102,18
20231129,102,21
20231130,102,20
20231201,102,14
20231202,102,27
20231203,102,16
20231204,102,21
20231205,102,26
20231206,102,53
20231207,102,114
20231208,102,83
20231209,102,55
20231210,102,19
20231211,102,22
20231212,102,12
20231213,102,15
20231214,102,16
20231215,102,20
20231216,201,17
20231217,102,16
20231218,102,12
20231219,102,20
20231220,102,40
20231221,102,23
20231222,102,17
20231223,102,16
20231224,102,18
20231225,102,27
20231226,102,37
20231227,102,22
20231228,102,21
20231229,102,32
20231230,102,24
20231231,102,49
20240101,102,50
20240102,102,30
20240103,102,45
20240104,102,37
20240105,102,47
20240106,102,23
20240107,102,21
20240108,102,13
20240109,102,27
20240110,102,22
20240111,102,45
20240112,102,27
20240113,102,27
20240114,102,26
20240115,102,17
20240116,102,15
20240117,102,23
20240118,102,35
20240119,102,29
20240120,102,8
20240121,102,26
20240122,102,27
20240123,102,14
20240124,102,15
20240125,102,14
20240126,102,23
20240127,102,25
20240128,102,24
20240129,102,35
20240130,102,41
20240131,102,50
20240201,102,26
20240202,102,25
20240203,102,29
20240204,102,35
20240205,119,7
20240206,102,27
20240207,102,38
20240208,102,18
20240209,102,27
20240210,102,55
20240211,102,54
20240212,102,45
20240213,102,73
20240214,102,30
20240215,102,25
20240216,102,22
20240217,102,21
20240218,102,16
20240219,102,26
20240220,102,30
20240221,102,10
20240222,102,10
20240223,102,20
20240224,102,15
20240225,102,25
20240226,102,43
20240227,102,24
20240228,102,24
20240229,102,56
20240301,102,33
20240302,102,43
20240303,102,51
20240304,102,29
20240305,102,50
20240306,102,28
20240307,102,38
20240308,102,40
20240309,102,21
20240310,102,22
20240311,102,24
20240312,102,27
20240313,102,40
20240314,102,53
20240315,102,43
20240316,102,16
20240317,102,82
20240318,102,28
20240319,102,39
20240320,102,27
20240321,102,21
20240322,102,38
20240323,102,33
20240324,102,45
20240325,102,38
20240326,119,8
20240327,102,7
20240328,102,161
20240329,102,147
20240330,102,92
20240331,102,60
20240401,102,49
20240402,102,32
20240403,102,43
20240404,102,51
20240405,102,51
20240406,102,58
20240407,102,30
20240408,102,32
20240409,102,67
20240410,102,45
20240411,102,29
20240412,102,22
20240413,102,14
20240414,102,35
20240415,102,19
20240416,102,78
20240417,102,127
20240418,102,114
20240419,102,77
20240420,102,51
20240421,102,18
20240422,102,35
20240423,102,24
20240424,102,11
20240425,102,14
20240426,102,16
20240427,102,15
20240428,102,19
20240429,102,44
20240430,102,33
20240501,102,30
20240502,102,26
20240503,102,30
20240504,102,36
20240505,102,14
20240506,102,15
20240507,102,11
20240508,102,21
20240509,102,37
20240510,102,23
20240511,102,41
20240512,102,59
20240513,102,23
20240514,102,29
20240515,102,24
20240516,102,27
20240517,102,29
20240518,102,24
20240519,102,22
20240520,102,21
20240521,102,21
20240522,229,15
20240523,102,24
20240524,102,22
20240525,102,22
20240526,102,18
20240527,102,26
20240528,102,13
20240529,102,15
20240530,102,14
20240531,102,16
20240601,102,16
20240602,102,17
20240603,102,21
20240604,102,23
20240605,102,26
20240606,102,16
20240607,102,14
20240608,102,14
20240609,102,12
20240610,102,16
20240611,102,17
20240612,102,14
20240613,102,17
20240614,102,17
20240615,102,16
20240616,102,17
20240617,102,18
20240618,102,22
20240619,232,29
20240620,102,17
20240621,102,13
20240622,102,13
20240623,102,11
20240624,102,29
20240625,102,14
20240626,102,18
20240627,102,11
20240628,102,17
20240629,102,18
20240630,102,20
20240701,102,11
20240702,102,17
20240703,102,20
20240704,102,25
20240705,102,16
20240706,102,16
20240707,102,14
20240708,201,11
20240709,102,14
20240710,201,16
20240711,102,35
20240712,102,36
20240713,102,37
20240714,102,38
20240715,102,21
20240716,102,9
20240717,102,15
20240718,102,16
20240719,102,16
20240720,102,14
20240721,102,21
20240722,102,15
20240723,102,18
20240724,102,9
20240725,102,16
20240726,102,14
20240727,102,18
20240728,102,25
20240729,102,21
20240730,201,17
20240731,102,14
20240801,102,21
20240802,102,19
20240803,102,15
20240804,102,12
20240805,102,16
20240806,102,14
20240807,102,11
20240808,102,15
20240809,102,16
20240810,102,16
20240811,102,18
20240812,102,18
20240813,102,16
20240814,102,16
20240815,102,26
20240816,102,30
20240817,102,27
20240818,102,24
20240819,102,17
20240820,102,31
20240821,232,11
20240822,102,16
20240823,102,38
20240824,102,35
20240825,201,31
20240826,201,30
20240827,201,35
20240828,102,36
20240829,102,27
20240830,201,19
20240831,102,28
20240901,102,25
20240902,102,23
20240903,102,22
20240904,102,24
20240905,102,16
20240906,102,33
20240907,102,26
20240908,102,17
20240909,102,33
20240910,102,25
20240911,201,28
20240912,102,29
20240913,102,12
20240914,102,24
20240915,102,32
20240916,102,16
20240917,102,19
20240918,102,22
20240919,102,25
20240920,102,13
20240921,119,7
20240922,102,14
20240923,102,15
20240924,119,13
20240925,102,17
20240926,201,15
20240927,102,26
20240928,102,21
20240929,102,18
20240930,102,17
20241001,102,19
20241002,102,12
20241003,102,16
20241004,102,15
20241005,102,15
20241006,102,18
20241007,102,27
20241008,102,20
20241009,102,28
20241010,102,21
20241011,102,20
20241012,102,21
20241013,102,32
20241014,102,16
20241015,102,16
20241016,102,15
20241017,102,26
20241018,102,25
20241019,102,26
20241020,102,15
20241021,102,16
20241022,102,10
20241023,102,14
20241024,102,21
20241025,102,38
20241026,102,42
20241027,102,36
20241028,102,43
20241029,102,17
20241030,102,29
20241031,102,26
20241101,102,27
20241102,102,34
20241103,102,27
20241104,102,20
20241105,102,13
20241106,102,15
20241107,102,15
20241108,102,34
20241109,102,41
20241110,102,34
20241111,102,26
20241112,102,17
20241113,102,22
20241114,102,28
20241115,102,22
20241116,102,16
20241117,102,20
20241118,102,13
20241119,102,16
20241120,102,24
20241121,102,30
20241122,102,13
20241123,102,18
20241124,102,26
20241125,102,30
20241126,102,13
20241127,102,13
20241128,102,14
20241129,102,14
20241130,102,17
20241201,102,21
20241202,102,29
20241203,201,13
20241204,102,17
20241205,102,14
20241206,102,20
20241207,102,16
20241208,102,17
20241209,102,23
20241210,102,20
20241211,102,22
20241212,102,12
20241213,102,20
20241214,102,15
20241215,102,14
20241216,102,16
20241217,102,16
20241218,102,22
20241219,102,11
20241220,102,19
20241221,102,32
20241222,102,13
20241223,102,16
20241224,102,16
20241225,102,31
20241226,102,44
20241227,102,20
20241228,102,17
20241229,102,20
20241230,102,63
20241231,102,29
20250101,102,31
20250102,102,15
20250103,102,16
20250104,102,19
20250105,102,71
20250106,102,40
20250107,102,19
20250108,102,30
20250109,102,33
20250110,102,16
20250111,102,16
20250112,102,19
20250113,102,48
20250114,102,52
20250115,102,32
20250116,102,32
20250117,102,18
20250118,102,17
20250119,102,61
20250120,102,63
20250121,102,29
20250122,102,36
20250123,102,20
20250124,102,25
20250125,102,38
20250126,102,17
20250127,102,48
20250128,102,32
20250129,102,24
20250130,102,13
20250131,102,24
20250201,102,19
20250202,102,36
20250203,102,24
20250204,102,22
20250205,102,13
20250206,102,16
20250207,102,31
20250208,102,31
20250209,102,14
20250210,102,16
20250211,102,25
20250212,102,21
20250213,102,34
20250214,102,57
20250215,102,28
20250216,102,39
20250217,102,31
20250218,102,21
20250219,102,17
20250220,102,20
20250221,102,21
20250222,102,26
20250223,102,23
20250224,102,24
20250225,102,33
20250226,102,76
20250227,102,52
20250228,102,24
20250301,102,18
20250302,102,53
20250303,102,14
20250304,102,12
20250305,102,15
20250306,102,47
20250307,102,33
20250308,102,25
20250309,102,27
20250310,102,28
20250311,102,17
20250312,102,35
20250313,102,57
20250314,102,25
20250315,102,32
20250316,102,47
20250317,102,28
20250318,102,44
20250319,102,39
20250320,102,41
20250321,102,34
20250322,102,52
20250323,102,55
20250324,102,69
20250325,102,101
20250326,102,113
20250327,102,48
20250328,102,25
20250329,102,20
20250330,102,21
20250331,102,28
20250401,102,31
20250402,102,29
20250403,102,33
20250404,102,27
20250405,102,18
20250406,102,22
20250407,102,35
20250408,102,35
20250409,102,29
20250410,102,28
20250411,102,31
20250412,102,36
20250413,102,37
20250414,102,16
20250415,102,19
20250416,102,32
20250417,102,28
20250418,102,35
20250419,102,16
20250420,102,14
20250421,102,19
20250422,102,13
20250423,102,19
20250424,102,41
20250425,102,24
20250426,102,37
20250427,102,41
20250428,102,33
20250429,102,30
20250430,102,39
20250501,201,17
20250502,102,19
20250503,102,14
20250504,102,28
20250505,102,19
20250506,102,21
20250507,102,21
20250508,102,14
20250509,102,39
20250510,102,27
20250511,102,33
20250512,102,27
20250513,102,42
20250514,102,27
20250515,102,12
20250516,102,9
20250517,102,17
20250518,102,27
20250519,102,17
20250520,102,7
20250521,201,8
20250522,102,43
20250523,102,29
20250524,102,24
20250525,102,27
20250526,102,22
20250527,102,20
20250528,102,26
20250529,102,27
20250530,102,26
20250531,102,33
20250601,102,26
20250602,102,25
20250603,102,24
20250604,102,24
20250605,102,23
20250606,102,29
20250607,102,16
20250608,102,17
20250609,102,12
20250610,201,10
20250611,102,23
20250612,102,28
20250613,102,13
20250614,102,17
20250615,102,10
20250616,102,17
20250617,102,20
20250618,102,17
20250619,102,14
20250620,102,7
20250621,102,16
20250622,102,20
20250623,102,22
20250624,102,41
20250625,102,17
20250626,102,19
20250627,102,16
20250628,102,14
20250629,201,10
20250630,201,9
20250701,201,7
20250702,201,8
20250703,102,15
20250704,102,23
20250705,102,18
20250706,102,19
20250707,102,15
20250708,102,25
20250709,102,36
20250710,102,25
20250711,102,24
20250712,102,24
20250713,102,18
20250714,102,19
20250715,229,16
20250716,102,10
20250717,102,13
20250718,102,10
20250719,102,7
20250720,102,18
20250721,102,19
20250722,102,16
20250723,201,9
20250724,201,15
20250725,102,22
20250726,102,22
20250727,201,21
20250728,201,28
20250729,102,26
20250730,102,19
20250731,102,26
20250801,102,29
20250802,102,31
20250803,102,27
20250804,102,13
20250805,102,16
20250806,201,13
20250807,102,13
20250808,102,17
20250809,102,14
20250810,102,14
20250811,102,25
20250812,102,14
20250813,102,12
20250814,201,8
20250815,201,13
20250816,102,13
20250817,102,18
20250818,102,24
20250819,102,14
20250820,201,12
20250821,201,11
20250822,102,11
20250823,102,16
20250824,102,13
20250825,102,17
20250826,102,14
20250827,102,18
20250828,102,15
20250829,102,14
20250830,102,14
20250831,102,16
20250901,102,9
20250902,102,27
20250903,102,28
20250904,102,16
20250905,102,15
20250906,102,12
20250907,102,17
20250908,102,19
20250909,102,19
20250910,102,18
20250911,102,43
20250912,102,36
20250913,229,15
20250914,102,24
20250915,201,14
20250916,201,20
20250917,102,24
20250918,102,27
20250919,102,18
20250920,229,16
20250921,232,12
20250922,102,28
20250923,102,25
20250924,201,11
20250925,102,28
20250926,102,37
20250927,102,32
20250928,201,19
20250929,102,22
20250930,102,23
20251001,201,21
20251002,102,24
20251003,102,31
20251004,102,30
20251005,102,22
20251006,229,15
20251007,119,7
20251008,102,23
20251009,102,24
20251010,229,20
20251011,229,27
20251012,102,20
20251013,119,7
20251014,102,18
20251015,119,13
20251016,119,11
20251017,119,14
20251018,201,13
20251019,102,21
20251020,102,18
20251021,102,20
20251022,102,27
20251023,102,26
20251024,102,25
20251025,102,32
20251026,102,37
20251027,102,24
20251028,102,25
20251029,102,22
20251030,102,23
20251031,102,14
20251101,102,24
20251102,102,32
20251103,201,17
20251104,201,23
20251105,102,25
20251106,102,37
20251107,102,41
20251108,102,39
20251109,102,40
20251110,201,18
20251111,102,27
20251112,102,24
20251113,201,37
20251114,201,23
20251115,102,21
20251116,102,30
20251117,102,29
20251118,102,21
20251119,102,26
20251120,102,30
20251121,102,27
20251122,102,36
20251123,102,62
20251124,102,80
20251125,102,46
20251126,102,19
20251127,102,30
20251128,102,19
20251129,102,70
20251130,102,103
20251201,102,17
20251202,102,15
20251203,102,11
20251204,102,18
20251205,102,17
20251206,102,35
20251207,102,53
20251208,102,20
20251209,102,23
20251210,102,43
20251211,102,31
20251212,102,15
20251213,102,23
20251214,102,17
20251215,102,28
20251216,102,49
20251217,102,28
20251218,102,20
20251219,102,19
20251220,102,32
20251221,102,20
20251222,102,15
20251223,102,20
20251224,102,22
20251225,102,18
20251226,102,15
20251227,102,24
20251228,102,29
20251229,102,37
20251230,102,15
20251231,102,14
