지점,지점명,일시,평균상대습도
112,인천,2020-06-04,92.4
112,인천,2020-06-05,80.3
112,인천,2020-06-06,74
112,인천,2020-06-07,80.1
112,인천,2020-06-08,68.4
112,인천,2020-06-09,54.8
112,인천,2020-06-10,69.1
112,인천,2020-06-11,76.6
112,인천,2020-06-12,81.3
112,인천,2020-06-13,64.3
112,인천,2020-06-14,73.8
112,인천,2020-06-15,77.9
112,인천,2020-06-16,74.4
112,인천,2020-06-17,73.9
112,인천,2020-06-18,78.3
112,인천,2020-06-19,69.3
112,인천,2020-06-20,75.9
112,인천,2020-06-21,69
112,인천,2020-06-22,64.5
112,인천,2020-06-23,63.4
112,인천,2020-06-24,88.5
112,인천,2020-06-25,97.1
112,인천,2020-06-26,89
112,인천,2020-06-27,76.8
112,인천,2020-06-28,85
112,인천,2020-06-29,84.5
112,인천,2020-06-30,89
112,인천,2020-07-01,84.6
112,인천,2020-07-02,78.3
112,인천,2020-07-03,69.9
112,인천,2020-07-04,79.8
112,인천,2020-07-05,75.6
112,인천,2020-07-06,72.4
112,인천,2020-07-07,81.4
112,인천,2020-07-08,83.8
112,인천,2020-07-09,76.1
112,인천,2020-07-10,76.6
112,인천,2020-07-11,60.9
112,인천,2020-07-12,73.9
112,인천,2020-07-13,95.1
112,인천,2020-07-14,77.6
112,인천,2020-07-15,65
112,인천,2020-07-16,73
112,인천,2020-07-17,74.9
112,인천,2020-07-18,75.6
112,인천,2020-07-19,79.5
112,인천,2020-07-20,87.4
112,인천,2020-07-21,79.3
112,인천,2020-07-22,96.1
112,인천,2020-07-23,94.4
112,인천,2020-07-24,71.5
112,인천,2020-07-25,64.3
112,인천,2020-07-26,71.9
112,인천,2020-07-27,90.6
112,인천,2020-07-28,84.8
112,인천,2020-07-29,96.4
112,인천,2020-07-30,90.3
112,인천,2020-07-31,88.3
112,인천,2020-08-01,93.6
112,인천,2020-08-02,96
112,인천,2020-08-03,95.6
112,인천,2020-08-04,88.9
112,인천,2020-08-05,87.1
112,인천,2020-08-06,92.1
112,인천,2020-08-07,82.8
112,인천,2020-08-08,88.5
112,인천,2020-08-09,93.3
112,인천,2020-08-10,90.4
112,인천,2020-08-11,90.6
112,인천,2020-08-12,82.6
112,인천,2020-08-13,82.1
112,인천,2020-08-14,87.3
112,인천,2020-08-15,94
112,인천,2020-08-16,84.3
112,인천,2020-08-17,81.5
112,인천,2020-08-18,78.8
112,인천,2020-08-19,79.1
112,인천,2020-08-20,78
112,인천,2020-08-21,81.6
112,인천,2020-08-22,80.1
112,인천,2020-08-23,73.4
112,인천,2020-08-24,69.8
112,인천,2020-08-25,67
112,인천,2020-08-26,63.1
112,인천,2020-08-27,85.6
112,인천,2020-08-28,88
112,인천,2020-08-29,86
112,인천,2020-08-30,88.9
112,인천,2020-08-31,70.6
112,인천,2020-09-01,72.8
112,인천,2020-09-02,90.8
112,인천,2020-09-03,79.4
112,인천,2020-09-04,59.8
112,인천,2020-09-05,63.3
112,인천,2020-09-06,76
112,인천,2020-09-07,91.4
112,인천,2020-09-08,70.8
112,인천,2020-09-09,81.4
112,인천,2020-09-10,80
112,인천,2020-09-11,67.1
112,인천,2020-09-12,86.5
112,인천,2020-09-13,68.6
112,인천,2020-09-14,76.3
112,인천,2020-09-15,77.1
112,인천,2020-09-16,81.6
112,인천,2020-09-17,67
112,인천,2020-09-18,59.8
112,인천,2020-09-19,59.5
112,인천,2020-09-20,59.5
112,인천,2020-09-21,55.3
112,인천,2020-09-22,48.9
112,인천,2020-09-23,52.1
112,인천,2020-09-24,54
112,인천,2020-09-25,64.1
112,인천,2020-09-26,60.3
112,인천,2020-09-27,64.1
112,인천,2020-09-28,68.4
112,인천,2020-09-29,71.1
112,인천,2020-09-30,75.6
112,인천,2020-10-01,72
112,인천,2020-10-02,80.6
112,인천,2020-10-03,69.4
112,인천,2020-10-04,62.3
112,인천,2020-10-05,52
112,인천,2020-10-06,49.6
112,인천,2020-10-07,45.4
112,인천,2020-10-08,48.8
112,인천,2020-10-09,45.9
112,인천,2020-10-10,56.6
112,인천,2020-10-11,65.8
112,인천,2020-10-12,65
112,인천,2020-10-13,46.5
112,인천,2020-10-14,50.1
112,인천,2020-10-15,38.8
112,인천,2020-10-16,61.8
112,인천,2020-10-17,63.8
112,인천,2020-10-18,63.8
112,인천,2020-10-19,73.1
112,인천,2020-10-20,72.8
112,인천,2020-10-21,64
112,인천,2020-10-22,63.8
112,인천,2020-10-23,47.4
112,인천,2020-10-24,46.1
112,인천,2020-10-25,63.8
112,인천,2020-10-26,66.9
112,인천,2020-10-27,77.5
112,인천,2020-10-28,51.1
112,인천,2020-10-29,38.6
112,인천,2020-10-30,42.3
112,인천,2020-10-31,59.4
112,인천,2020-11-01,82.4
112,인천,2020-11-02,49.1
112,인천,2020-11-03,42
112,인천,2020-11-04,39.9
112,인천,2020-11-05,61.5
112,인천,2020-11-06,60.9
112,인천,2020-11-07,68.9
112,인천,2020-11-08,40.6
112,인천,2020-11-09,36.4
112,인천,2020-11-10,57.8
112,인천,2020-11-11,56.3
112,인천,2020-11-12,60.1
112,인천,2020-11-13,78.5
112,인천,2020-11-14,72.6
112,인천,2020-11-15,83.3
112,인천,2020-11-16,72.3
112,인천,2020-11-17,63.3
112,인천,2020-11-18,86.9
112,인천,2020-11-19,85.4
112,인천,2020-11-20,71.3
112,인천,2020-11-21,68.4
112,인천,2020-11-22,73
112,인천,2020-11-23,54.9
112,인천,2020-11-24,47.5
112,인천,2020-11-25,56.6
112,인천,2020-11-26,63
112,인천,2020-11-27,58.6
112,인천,2020-11-28,50.4
112,인천,2020-11-29,57.1
112,인천,2020-11-30,51.8
112,인천,2020-12-01,44.4
112,인천,2020-12-02,36.1
112,인천,2020-12-03,46.4
112,인천,2020-12-04,47.6
112,인천,2020-12-05,56.8
112,인천,2020-12-06,60.6
112,인천,2020-12-07,55.8
112,인천,2020-12-08,45.6
112,인천,2020-12-09,47.3
112,인천,2020-12-10,70.1
112,인천,2020-12-11,74.8
112,인천,2020-12-12,46.4
112,인천,2020-12-13,72.3
112,인천,2020-12-14,47.3
112,인천,2020-12-15,43.3
112,인천,2020-12-16,41.5
112,인천,2020-12-17,46.1
112,인천,2020-12-18,61.5
112,인천,2020-12-19,40.4
112,인천,2020-12-20,44.9
112,인천,2020-12-21,58.4
112,인천,2020-12-22,67.3
112,인천,2020-12-23,76.3
112,인천,2020-12-24,59.1
112,인천,2020-12-25,49.4
112,인천,2020-12-26,64.9
112,인천,2020-12-27,61.3
112,인천,2020-12-28,84.1
112,인천,2020-12-29,71
112,인천,2020-12-30,48.8
112,인천,2020-12-31,52
112,인천,2021-01-01,56.1
112,인천,2021-01-02,38
112,인천,2021-01-03,39.4
112,인천,2021-01-04,44.8
112,인천,2021-01-05,50
112,인천,2021-01-06,49.4
112,인천,2021-01-07,47.6
112,인천,2021-01-08,42.6
112,인천,2021-01-09,43.4
112,인천,2021-01-10,50.4
112,인천,2021-01-11,54.5
112,인천,2021-01-12,81.8
112,인천,2021-01-13,74.1
112,인천,2021-01-14,36.1
112,인천,2021-01-15,69.5
112,인천,2021-01-16,59.3
112,인천,2021-01-17,55.3
112,인천,2021-01-18,59.4
112,인천,2021-01-19,36
112,인천,2021-01-20,29
112,인천,2021-01-21,66.5
112,인천,2021-01-22,92
112,인천,2021-01-23,64.6
112,인천,2021-01-24,59.3
112,인천,2021-01-25,64.5
112,인천,2021-01-26,80.1
112,인천,2021-01-27,38
112,인천,2021-01-28,50.9
112,인천,2021-01-29,39.1
112,인천,2021-01-30,63.3
112,인천,2021-01-31,53.9
112,인천,2021-02-01,79
112,인천,2021-02-02,43.4
112,인천,2021-02-03,65.5
112,인천,2021-02-04,42.1
112,인천,2021-02-05,71
112,인천,2021-02-06,83.5
112,인천,2021-02-07,68.4
112,인천,2021-02-08,39.1
112,인천,2021-02-09,50.9
112,인천,2021-02-10,77.6
112,인천,2021-02-11,76.1
112,인천,2021-02-12,70.5
112,인천,2021-02-13,74.6
112,인천,2021-02-14,58.3
112,인천,2021-02-15,63.6
112,인천,2021-02-16,51.5
112,인천,2021-02-17,43.9
112,인천,2021-02-18,40.9
112,인천,2021-02-19,62.5
112,인천,2021-02-20,65.8
112,인천,2021-02-21,67.9
112,인천,2021-02-22,57.9
112,인천,2021-02-23,32.6
112,인천,2021-02-24,39.8
112,인천,2021-02-25,42.4
112,인천,2021-02-26,27.6
112,인천,2021-02-27,41.6
112,인천,2021-02-28,45.9
112,인천,2021-03-01,89
112,인천,2021-03-02,68.1
112,인천,2021-03-03,64.6
112,인천,2021-03-04,55.8
112,인천,2021-03-05,70
112,인천,2021-03-06,64.5
112,인천,2021-03-07,60.6
112,인천,2021-03-08,66.6
112,인천,2021-03-09,69.9
112,인천,2021-03-10,68.9
112,인천,2021-03-11,58
112,인천,2021-03-12,57.3
112,인천,2021-03-13,66.5
112,인천,2021-03-14,85.4
112,인천,2021-03-15,69.8
112,인천,2021-03-16,45.3
112,인천,2021-03-17,45
112,인천,2021-03-18,56.6
112,인천,2021-03-19,49.6
112,인천,2021-03-20,78.3
112,인천,2021-03-21,63.4
112,인천,2021-03-22,60.5
112,인천,2021-03-23,69.5
112,인천,2021-03-24,63.3
112,인천,2021-03-25,80.6
112,인천,2021-03-26,61.1
112,인천,2021-03-27,65.6
112,인천,2021-03-28,92
112,인천,2021-03-29,75.9
112,인천,2021-03-30,47.3
112,인천,2021-03-31,46
112,인천,2021-04-01,24.8
112,인천,2021-04-02,28.3
112,인천,2021-04-03,79.6
112,인천,2021-04-04,64.8
112,인천,2021-04-05,47.4
112,인천,2021-04-06,57.9
112,인천,2021-04-07,54.4
112,인천,2021-04-08,37
112,인천,2021-04-09,36.3
112,인천,2021-04-10,50.1
112,인천,2021-04-11,47.1
112,인천,2021-04-12,65.3
112,인천,2021-04-13,66.5
112,인천,2021-04-14,53.5
112,인천,2021-04-15,68.4
112,인천,2021-04-16,61.5
112,인천,2021-04-17,50.6
112,인천,2021-04-18,60.8
112,인천,2021-04-19,65.9
112,인천,2021-04-20,60.6
112,인천,2021-04-21,52.9
112,인천,2021-04-22,35.9
112,인천,2021-04-23,36.1
112,인천,2021-04-24,47.1
112,인천,2021-04-25,51
112,인천,2021-04-26,53.3
112,인천,2021-04-27,66.8
112,인천,2021-04-28,78.9
112,인천,2021-04-29,57.1
112,인천,2021-04-30,81.5
112,인천,2021-05-01,73.1
112,인천,2021-05-02,66.6
112,인천,2021-05-03,57.3
112,인천,2021-05-04,82.4
112,인천,2021-05-05,68
112,인천,2021-05-06,36.6
112,인천,2021-05-07,60
112,인천,2021-05-08,63
112,인천,2021-05-09,51.3
112,인천,2021-05-10,75.8
112,인천,2021-05-11,38.1
112,인천,2021-05-12,33.1
112,인천,2021-05-13,57.3
112,인천,2021-05-14,64.8
112,인천,2021-05-15,82.1
112,인천,2021-05-16,95.8
112,인천,2021-05-17,88.6
112,인천,2021-05-18,66.9
112,인천,2021-05-19,60.3
112,인천,2021-05-20,64.3
112,인천,2021-05-21,83.8
112,인천,2021-05-22,68.1
112,인천,2021-05-23,59.1
112,인천,2021-05-24,69.4
112,인천,2021-05-25,71.6
112,인천,2021-05-26,54.9
112,인천,2021-05-27,77.6
112,인천,2021-05-28,76.9
112,인천,2021-05-29,67.6
112,인천,2021-05-30,62.4
112,인천,2021-05-31,60.9
112,인천,2021-06-01,62.9
112,인천,2021-06-02,56.3
112,인천,2021-06-03,74.8
112,인천,2021-06-04,68.3
112,인천,2021-06-05,72.4
112,인천,2021-06-06,71.5
112,인천,2021-06-07,64.5
112,인천,2021-06-08,70.1
112,인천,2021-06-09,60.3
112,인천,2021-06-10,57.9
112,인천,2021-06-11,82.1
112,인천,2021-06-12,73.5
112,인천,2021-06-13,81.4
112,인천,2021-06-14,74.5
112,인천,2021-06-15,69.4
112,인천,2021-06-16,47.5
112,인천,2021-06-17,68.3
112,인천,2021-06-18,88
112,인천,2021-06-19,73.5
112,인천,2021-06-20,72.5
112,인천,2021-06-21,71.9
112,인천,2021-06-22,61
112,인천,2021-06-23,63.1
112,인천,2021-06-24,67.1
112,인천,2021-06-25,69.4
112,인천,2021-06-26,73.5
112,인천,2021-06-27,60.9
112,인천,2021-06-28,65.8
112,인천,2021-06-29,67.8
112,인천,2021-06-30,69.3
112,인천,2021-07-01,67.9
112,인천,2021-07-02,52
112,인천,2021-07-03,68.1
112,인천,2021-07-04,88.6
112,인천,2021-07-05,73.4
112,인천,2021-07-06,70.4
112,인천,2021-07-07,76.5
112,인천,2021-07-08,78.8
112,인천,2021-07-09,71.3
112,인천,2021-07-10,77.9
112,인천,2021-07-11,83.6
112,인천,2021-07-12,74.1
112,인천,2021-07-13,65.1
112,인천,2021-07-14,62.6
112,인천,2021-07-15,64.4
112,인천,2021-07-16,66.1
112,인천,2021-07-17,61.6
112,인천,2021-07-18,59
112,인천,2021-07-19,64.9
112,인천,2021-07-20,66
112,인천,2021-07-21,63.8
112,인천,2021-07-22,53.9
112,인천,2021-07-23,55.1
112,인천,2021-07-24,54.8
112,인천,2021-07-25,49.4
112,인천,2021-07-26,48.6
112,인천,2021-07-27,51.9
112,인천,2021-07-28,63.9
112,인천,2021-07-29,61.6
112,인천,2021-07-30,62
112,인천,2021-07-31,67
112,인천,2021-08-01,78.6
112,인천,2021-08-02,76.5
112,인천,2021-08-03,69.4
112,인천,2021-08-04,66.8
112,인천,2021-08-05,60.5
112,인천,2021-08-06,62.4
112,인천,2021-08-07,62.3
112,인천,2021-08-08,70.4
112,인천,2021-08-09,55.1
112,인천,2021-08-10,59.6
112,인천,2021-08-11,68.6
112,인천,2021-08-12,61.6
112,인천,2021-08-13,57.9
112,인천,2021-08-14,52.1
112,인천,2021-08-15,54.1
112,인천,2021-08-16,58.5
112,인천,2021-08-17,63.9
112,인천,2021-08-18,64.8
112,인천,2021-08-19,51.1
112,인천,2021-08-20,63.6
112,인천,2021-08-21,75.1
112,인천,2021-08-22,72.6
112,인천,2021-08-23,78.5
112,인천,2021-08-24,80.9
112,인천,2021-08-25,76
112,인천,2021-08-26,79.9
112,인천,2021-08-27,69.5
112,인천,2021-08-28,74
112,인천,2021-08-29,75.4
112,인천,2021-08-30,70.8
112,인천,2021-08-31,83.5
112,인천,2021-09-01,72.5
112,인천,2021-09-02,63.6
112,인천,2021-09-03,54.3
112,인천,2021-09-04,47.1
112,인천,2021-09-05,48.4
112,인천,2021-09-06,63
112,인천,2021-09-07,90.1
112,인천,2021-09-08,70.1
112,인천,2021-09-09,75
112,인천,2021-09-10,71.9
112,인천,2021-09-11,68.3
112,인천,2021-09-12,61.8
112,인천,2021-09-13,56
112,인천,2021-09-14,48.6
112,인천,2021-09-15,44.4
112,인천,2021-09-16,47.1
112,인천,2021-09-17,50.4
112,인천,2021-09-18,58.9
112,인천,2021-09-19,57.3
112,인천,2021-09-20,53.1
112,인천,2021-09-21,77.5
112,인천,2021-09-22,70.8
112,인천,2021-09-23,63
112,인천,2021-09-24,59.9
112,인천,2021-09-25,63.4
112,인천,2021-09-26,57.8
112,인천,2021-09-27,56.1
112,인천,2021-09-28,71
112,인천,2021-09-29,85.5
112,인천,2021-09-30,78.1
112,인천,2021-10-01,70.6
112,인천,2021-10-02,69.4
112,인천,2021-10-03,64.3
112,인천,2021-10-04,72.4
112,인천,2021-10-05,77.5
112,인천,2021-10-06,81.8
112,인천,2021-10-07,77
112,인천,2021-10-08,80.5
112,인천,2021-10-09,73.1
112,인천,2021-10-10,80
112,인천,2021-10-11,63
112,인천,2021-10-12,57.1
112,인천,2021-10-13,61
112,인천,2021-10-14,65.1
112,인천,2021-10-15,60.9
112,인천,2021-10-16,41
112,인천,2021-10-17,28.1
112,인천,2021-10-18,51.8
112,인천,2021-10-19,64.5
112,인천,2021-10-20,50.8
112,인천,2021-10-21,53.6
112,인천,2021-10-22,46.8
112,인천,2021-10-23,50.3
112,인천,2021-10-24,58.8
112,인천,2021-10-25,62
112,인천,2021-10-26,70.1
112,인천,2021-10-27,54.8
112,인천,2021-10-28,45
112,인천,2021-10-29,47.4
112,인천,2021-10-30,58.1
112,인천,2021-10-31,75.1
112,인천,2021-11-01,73.4
112,인천,2021-11-02,70
112,인천,2021-11-03,67
112,인천,2021-11-04,82.8
112,인천,2021-11-05,68
112,인천,2021-11-06,52.4
112,인천,2021-11-07,48.8
112,인천,2021-11-08,80.9
112,인천,2021-11-09,79.4
112,인천,2021-11-10,69.6
112,인천,2021-11-11,54.5
112,인천,2021-11-12,48
112,인천,2021-11-13,55.1
112,인천,2021-11-14,64.9
112,인천,2021-11-15,66.6
112,인천,2021-11-16,54
112,인천,2021-11-17,59.9
112,인천,2021-11-18,77
112,인천,2021-11-19,80
112,인천,2021-11-20,82.4
112,인천,2021-11-21,74.5
112,인천,2021-11-22,56
112,인천,2021-11-23,59.3
112,인천,2021-11-24,53.9
112,인천,2021-11-25,44.8
112,인천,2021-11-26,48.4
112,인천,2021-11-27,47
112,인천,2021-11-28,49.9
112,인천,2021-11-29,56
112,인천,2021-11-30,75.3
112,인천,2021-12-01,43.5
112,인천,2021-12-02,47.4
112,인천,2021-12-03,43.6
112,인천,2021-12-04,39.1
112,인천,2021-12-05,41.4
112,인천,2021-12-06,49.3
112,인천,2021-12-07,55.9
112,인천,2021-12-08,64
112,인천,2021-12-09,56.8
112,인천,2021-12-10,73.1
112,인천,2021-12-11,75.4
112,인천,2021-12-12,52.9
112,인천,2021-12-13,37.5
112,인천,2021-12-14,61.8
112,인천,2021-12-15,71
112,인천,2021-12-16,66
112,인천,2021-12-17,51.1
112,인천,2021-12-18,55.8
112,인천,2021-12-19,57
112,인천,2021-12-20,76.3
112,인천,2021-12-21,69.5
112,인천,2021-12-22,45
112,인천,2021-12-23,51.3
112,인천,2021-12-24,62.9
112,인천,2021-12-25,42.9
112,인천,2021-12-26,47
112,인천,2021-12-27,62.5
112,인천,2021-12-28,70.4
112,인천,2021-12-29,69.6
112,인천,2021-12-30,50.6
112,인천,2021-12-31,35.6
112,인천,2022-01-01,43.4
112,인천,2022-01-02,58
112,인천,2022-01-03,56.9
112,인천,2022-01-04,46
112,인천,2022-01-05,45.1
112,인천,2022-01-06,44.1
112,인천,2022-01-07,50.4
112,인천,2022-01-08,65.9
112,인천,2022-01-09,72.8
112,인천,2022-01-10,75.9
112,인천,2022-01-11,55.1
112,인천,2022-01-12,47.9
112,인천,2022-01-13,45.5
112,인천,2022-01-14,44.5
112,인천,2022-01-15,50.3
112,인천,2022-01-16,56.1
112,인천,2022-01-17,56.9
112,인천,2022-01-18,47.9
112,인천,2022-01-19,65.3
112,인천,2022-01-20,58.9
112,인천,2022-01-21,57
112,인천,2022-01-22,51.4
112,인천,2022-01-23,49.4
112,인천,2022-01-24,52
112,인천,2022-01-25,74
112,인천,2022-01-26,58.1
112,인천,2022-01-27,49.5
112,인천,2022-01-28,50
112,인천,2022-01-29,47.4
112,인천,2022-01-30,41.9
112,인천,2022-01-31,56.4
112,인천,2022-02-01,75.1
112,인천,2022-02-02,59.4
112,인천,2022-02-03,50.8
112,인천,2022-02-04,51.9
112,인천,2022-02-05,47.3
112,인천,2022-02-06,48.6
112,인천,2022-02-07,49.8
112,인천,2022-02-08,55.5
112,인천,2022-02-09,63.6
112,인천,2022-02-10,62.8
112,인천,2022-02-11,75.6
112,인천,2022-02-12,61
112,인천,2022-02-13,44.1
112,인천,2022-02-14,71.4
112,인천,2022-02-15,57.5
112,인천,2022-02-16,49.6
112,인천,2022-02-17,41.1
112,인천,2022-02-18,45.4
112,인천,2022-02-19,56.3
112,인천,2022-02-20,42.3
112,인천,2022-02-21,54.4
112,인천,2022-02-22,40.8
112,인천,2022-02-23,35.4
112,인천,2022-02-24,51.5
112,인천,2022-02-25,79.1
112,인천,2022-02-26,80.6
112,인천,2022-02-27,66.1
112,인천,2022-02-28,65.1
112,인천,2022-03-01,73.4
112,인천,2022-03-02,64.4
112,인천,2022-03-03,62.9
112,인천,2022-03-04,67.4
112,인천,2022-03-05,36.8
112,인천,2022-03-06,38.9
112,인천,2022-03-07,44.8
112,인천,2022-03-08,61.6
112,인천,2022-03-09,77.1
112,인천,2022-03-10,63
112,인천,2022-03-11,65.9
112,인천,2022-03-12,77.1
112,인천,2022-03-13,95.5
112,인천,2022-03-14,91.6
112,인천,2022-03-15,76.4
112,인천,2022-03-16,69.9
112,인천,2022-03-17,62.8
112,인천,2022-03-18,55.8
112,인천,2022-03-19,83.3
112,인천,2022-03-20,64.4
112,인천,2022-03-21,47.5
112,인천,2022-03-22,53.4
112,인천,2022-03-23,59.9
112,인천,2022-03-24,71.8
112,인천,2022-03-25,62.5
112,인천,2022-03-26,80.5
112,인천,2022-03-27,52.1
112,인천,2022-03-28,39.3
112,인천,2022-03-29,53.8
112,인천,2022-03-30,72.9
112,인천,2022-03-31,70.1
112,인천,2022-04-01,59.8
112,인천,2022-04-02,63
112,인천,2022-04-03,57
112,인천,2022-04-04,62.9
112,인천,2022-04-05,50.5
112,인천,2022-04-06,55.1
112,인천,2022-04-07,52.4
112,인천,2022-04-08,49
112,인천,2022-04-09,44.8
112,인천,2022-04-10,50.6
112,인천,2022-04-11,65.4
112,인천,2022-04-12,85.9
112,인천,2022-04-13,70.5
112,인천,2022-04-14,50.1
112,인천,2022-04-15,49.9
112,인천,2022-04-16,58.5
112,인천,2022-04-17,69.3
112,인천,2022-04-18,56.4
112,인천,2022-04-19,70.8
112,인천,2022-04-20,58
112,인천,2022-04-21,48
112,인천,2022-04-22,80.5
112,인천,2022-04-23,71.1
112,인천,2022-04-24,80.3
112,인천,2022-04-25,80
112,인천,2022-04-26,60.1
112,인천,2022-04-27,37.8
112,인천,2022-04-28,46
112,인천,2022-04-29,68.9
112,인천,2022-04-30,65.8
112,인천,2022-05-01,63.5
112,인천,2022-05-02,59.6
112,인천,2022-05-03,48.1
112,인천,2022-05-04,42.1
112,인천,2022-05-05,51.9
112,인천,2022-05-06,71.5
112,인천,2022-05-07,54.3
112,인천,2022-05-08,48.1
112,인천,2022-05-09,59.6
112,인천,2022-05-10,36.8
112,인천,2022-05-11,60
112,인천,2022-05-12,54
112,인천,2022-05-13,41.9
112,인천,2022-05-14,53.9
112,인천,2022-05-15,44.9
112,인천,2022-05-16,66.3
112,인천,2022-05-17,69.3
112,인천,2022-05-18,63.1
112,인천,2022-05-19,60.3
112,인천,2022-05-20,59.1
112,인천,2022-05-21,81.3
112,인천,2022-05-22,79.5
112,인천,2022-05-23,75.4
112,인천,2022-05-24,66.4
112,인천,2022-05-25,81.8
112,인천,2022-05-26,68.8
112,인천,2022-05-27,71.4
112,인천,2022-05-28,69.3
112,인천,2022-05-29,74
112,인천,2022-05-30,75.8
112,인천,2022-05-31,54.1
112,인천,2022-06-01,48.5
112,인천,2022-06-02,76.1
112,인천,2022-06-03,72
112,인천,2022-06-04,72.5
112,인천,2022-06-05,60
112,인천,2022-06-06,65.4
112,인천,2022-06-07,54.9
112,인천,2022-06-08,70.1
112,인천,2022-06-09,76
112,인천,2022-06-10,77.5
112,인천,2022-06-11,61.1
112,인천,2022-06-12,63
112,인천,2022-06-13,67.8
112,인천,2022-06-14,50.1
112,인천,2022-06-15,90.5
112,인천,2022-06-16,78.5
112,인천,2022-06-17,79.9
112,인천,2022-06-18,82.9
112,인천,2022-06-19,83.6
112,인천,2022-06-20,81.8
112,인천,2022-06-21,81
112,인천,2022-06-22,81.4
112,인천,2022-06-23,92.4
112,인천,2022-06-24,94.9
112,인천,2022-06-25,87.3
112,인천,2022-06-26,85.6
112,인천,2022-06-27,83.8
112,인천,2022-06-28,85.9
112,인천,2022-06-29,95.8
112,인천,2022-06-30,97
112,인천,2022-07-01,86
112,인천,2022-07-02,80.8
112,인천,2022-07-03,72.6
112,인천,2022-07-04,71.4
112,인천,2022-07-05,74.8
112,인천,2022-07-06,72.5
112,인천,2022-07-07,78.5
112,인천,2022-07-08,88.6
112,인천,2022-07-09,82.8
112,인천,2022-07-10,75.1
112,인천,2022-07-11,69.9
112,인천,2022-07-12,72.1
112,인천,2022-07-13,93.4
112,인천,2022-07-14,87.9
112,인천,2022-07-15,84.6
112,인천,2022-07-16,83.6
112,인천,2022-07-17,83.8
112,인천,2022-07-18,78.8
112,인천,2022-07-19,81.1
112,인천,2022-07-20,80.4
112,인천,2022-07-21,83.8
112,인천,2022-07-22,82.6
112,인천,2022-07-23,84.5
112,인천,2022-07-24,87.8
112,인천,2022-07-25,79
112,인천,2022-07-26,74.6
112,인천,2022-07-27,72.6
112,인천,2022-07-28,64.5
112,인천,2022-07-29,71
112,인천,2022-07-30,61.8
112,인천,2022-07-31,82.4
112,인천,2022-08-01,85
112,인천,2022-08-02,95.8
112,인천,2022-08-03,94.6
112,인천,2022-08-04,88.1
112,인천,2022-08-05,87
112,인천,2022-08-06,88.4
112,인천,2022-08-07,85.6
112,인천,2022-08-08,93
112,인천,2022-08-09,97.4
112,인천,2022-08-10,90.6
112,인천,2022-08-11,90.8
112,인천,2022-08-12,81.8
112,인천,2022-08-13,86.3
112,인천,2022-08-14,86.3
112,인천,2022-08-15,86.8
112,인천,2022-08-16,79.9
112,인천,2022-08-17,77
112,인천,2022-08-18,76.5
112,인천,2022-08-19,86.4
112,인천,2022-08-20,82.1
112,인천,2022-08-21,78.9
112,인천,2022-08-22,78
112,인천,2022-08-23,72.3
112,인천,2022-08-24,65.9
112,인천,2022-08-25,74.1
112,인천,2022-08-26,74.5
112,인천,2022-08-27,55.3
112,인천,2022-08-28,57.8
112,인천,2022-08-29,70.3
112,인천,2022-08-30,92.8
112,인천,2022-08-31,81.8
112,인천,2022-09-01,71.9
112,인천,2022-09-02,57.6
112,인천,2022-09-03,57.3
112,인천,2022-09-04,82.5
112,인천,2022-09-05,92.8
112,인천,2022-09-06,77.9
112,인천,2022-09-07,65.4
112,인천,2022-09-08,72.6
112,인천,2022-09-09,67.6
112,인천,2022-09-10,43.8
112,인천,2022-09-11,69.4
112,인천,2022-09-12,78.1
112,인천,2022-09-13,71.3
112,인천,2022-09-14,55.3
112,인천,2022-09-15,60.3
112,인천,2022-09-16,75.1
112,인천,2022-09-17,84.4
112,인천,2022-09-18,74.1
112,인천,2022-09-19,62.9
112,인천,2022-09-20,51.4
112,인천,2022-09-21,57.3
112,인천,2022-09-22,58.1
112,인천,2022-09-23,67.4
112,인천,2022-09-24,63.4
112,인천,2022-09-25,67.4
112,인천,2022-09-26,63.8
112,인천,2022-09-27,71.8
112,인천,2022-09-28,76.8
112,인천,2022-09-29,80.1
112,인천,2022-09-30,80.5
112,인천,2022-10-01,74.6
112,인천,2022-10-02,74.6
112,인천,2022-10-03,96.1
112,인천,2022-10-04,75.1
112,인천,2022-10-05,69.3
112,인천,2022-10-06,72.5
112,인천,2022-10-07,57
112,인천,2022-10-08,57
112,인천,2022-10-09,80.5
112,인천,2022-10-10,69.1
112,인천,2022-10-11,61.5
112,인천,2022-10-12,65.3
112,인천,2022-10-13,66.6
112,인천,2022-10-14,74.8
112,인천,2022-10-15,71.1
112,인천,2022-10-16,75.6
112,인천,2022-10-17,44.4
112,인천,2022-10-18,45.9
112,인천,2022-10-19,52
112,인천,2022-10-20,65.6
112,인천,2022-10-21,70.5
112,인천,2022-10-22,79.1
112,인천,2022-10-23,59.1
112,인천,2022-10-24,45.5
112,인천,2022-10-25,53.9
112,인천,2022-10-26,54.8
112,인천,2022-10-27,68.6
112,인천,2022-10-28,71.9
112,인천,2022-10-29,68.4
112,인천,2022-10-30,67.6
112,인천,2022-10-31,70
112,인천,2022-11-01,73
112,인천,2022-11-02,53.9
112,인천,2022-11-03,55.4
112,인천,2022-11-04,39.5
112,인천,2022-11-05,48.4
112,인천,2022-11-06,58.1
112,인천,2022-11-07,64.4
112,인천,2022-11-08,76.3
