ym,value
202302,25907
202303,33799
202304,37601
202305,29324
202306,21452
202307,21630
202308,20479
202309,32374
202310,36223
202311,35024
202312,34224
202401,32965
202402,27551
202403,32496
202404,36579
202405,30259
202406,21092
202407,22281
202408,22945
202409,30256
202410,37015
202411,35461
202412,37134
202501,31640
202502,28756
202503,35973
202504,38607
202505,32968
202506,22906
202507,22198
202508,21246
202509,40310
202510,35466
202511,40732
202512,38143
